class,section,title,teacherName,day,start,end
201-NYC-05,6,Linear Algebra,Delcie Halvorsen,2,1000,1130
201-NYC-05,6,Linear Algebra,Delcie Halvorsen,3,1000,1200
201-NYC-05,6,Linear Algebra,Delcie Halvorsen,5,1000,1130
201-NYC-05,7,Linear Algebra,Maria Luzier,2,1400,1600
201-NYC-05,7,Linear Algebra,Maria Luzier,3,1300,1430
201-NYC-05,7,Linear Algebra,Maria Luzier,5,1300,1430
201-NYC-05,8,Linear Algebra,Mickie Lanahan,1,1400,1600
201-NYC-05,8,Linear Algebra,Mickie Lanahan,3,1300,1430
201-NYC-05,8,Linear Algebra,Mickie Lanahan,5,1300,1430
201-NYC-05,9,Linear Algebra,Mickie Lanahan,1,830,1000
201-NYC-05,9,Linear Algebra,Mickie Lanahan,2,830,1000
201-NYC-05,9,Linear Algebra,Mickie Lanahan,5,1000,1200
201-NYC-05,10,Linear Algebra,Matthew Godby,2,1130,1300
201-NYC-05,10,Linear Algebra,Matthew Godby,4,1130,1300
201-NYC-05,10,Linear Algebra,Matthew Godby,5,800,1000
201-NYC-05,11,Linear Algebra,Lorette Akana,1,800,1000
201-NYC-05,11,Linear Algebra,Lorette Akana,2,1130,1300
201-NYC-05,11,Linear Algebra,Lorette Akana,4,1130,1300
201-NYC-05,3001,Linear Algebra,Dominque Sease,1,1800,2030
201-NYC-05,3001,Linear Algebra,Dominque Sease,3,1800,2030
202-001-50,3001,Remedial Activities for Secondary V Chemistry,Desire Aitken,1,1730,1900
202-001-50,3001,Remedial Activities for Secondary V Chemistry,Desire Aitken,3,1730,1900
202-001-50,3001,Remedial Activities for Secondary V Chemistry,Desire Aitken,3,1900,2200
202-001-50,3002,Remedial Activities for Secondary V Chemistry,Desire Aitken,1,1730,1900
202-001-50,3002,Remedial Activities for Secondary V Chemistry,Desire Aitken,1,1900,2200
202-001-50,3002,Remedial Activities for Secondary V Chemistry,Desire Aitken,3,1730,1900
202-001-50,3003,Remedial Activities for Secondary V Chemistry,Katharine Myer,2,1730,1900
202-001-50,3003,Remedial Activities for Secondary V Chemistry,Katharine Myer,2,1900,2200
202-001-50,3003,Remedial Activities for Secondary V Chemistry,Katharine Myer,4,1730,1900
202-001-50,3004,Remedial Activities for Secondary V Chemistry,Katharine Myer,2,1730,1900
202-001-50,3004,Remedial Activities for Secondary V Chemistry,Katharine Myer,4,1730,1900
202-001-50,3004,Remedial Activities for Secondary V Chemistry,Katharine Myer,4,1900,2200
202-001-50,3005,Remedial Activities for Secondary V Chemistry,Lyn Reams,1,1730,1900
202-001-50,3005,Remedial Activities for Secondary V Chemistry,Lyn Reams,1,1900,2200
202-001-50,3005,Remedial Activities for Secondary V Chemistry,Lyn Reams,3,1730,1900
202-001-50,3006,Remedial Activities for Secondary V Chemistry,Lyn Reams,1,1730,1900
202-001-50,3006,Remedial Activities for Secondary V Chemistry,Lyn Reams,3,1730,1900
202-001-50,3006,Remedial Activities for Secondary V Chemistry,Lyn Reams,3,1900,2200
202-001-50,3007,Remedial Activities for Secondary V Chemistry,Zandra Geis,2,1730,1900
202-001-50,3007,Remedial Activities for Secondary V Chemistry,Zandra Geis,2,1900,2200
202-001-50,3007,Remedial Activities for Secondary V Chemistry,Zandra Geis,4,1730,1900
202-914-DW,1,Introductory Organic Chemistry,Deshawn Nabors,2,1000,1130
202-914-DW,1,Introductory Organic Chemistry,Deshawn Nabors,2,1230,1430
202-914-DW,1,Introductory Organic Chemistry,Deshawn Nabors,3,1000,1130
202-914-DW,2,Introductory Organic Chemistry,Deshawn Nabors,2,1000,1130
202-914-DW,2,Introductory Organic Chemistry,Deshawn Nabors,2,1430,1630
202-914-DW,2,Introductory Organic Chemistry,Deshawn Nabors,3,1000,1130
202-BXT-03,1,Science and tech.: applications in the science of chemistry,Luke Ricco,2,1300,1430
202-BXT-03,1,Science and tech.: applications in the science of chemistry,Luke Ricco,4,1300,1500
202-BXT-03,2,Science and tech.: applications in the science of chemistry,Luke Ricco,2,1300,1430
202-BXT-03,2,Science and tech.: applications in the science of chemistry,Luke Ricco,4,1500,1700
202-BZF-05,1,Organic Chemistry I,Melvina Illingworth,1,1600,1730
202-BZF-05,1,Organic Chemistry I,Melvina Illingworth,2,1430,1730
202-BZF-05,1,Organic Chemistry I,Melvina Illingworth,5,1130,1300
202-BZF-05,2,Organic Chemistry I,Melvina Illingworth,1,1600,1730
202-BZF-05,2,Organic Chemistry I,Melvina Illingworth,3,900,1200
202-BZF-05,2,Organic Chemistry I,Melvina Illingworth,5,1130,1300
202-BZF-05,3,Organic Chemistry I,Elaina Vesey,2,1130,1300
202-BZF-05,3,Organic Chemistry I,Elaina Vesey,4,900,1200
202-BZF-05,3,Organic Chemistry I,Elaina Vesey,5,1130,1300
202-BZF-05,4,Organic Chemistry I,Gilbert Kyger,3,1200,1400
202-BZF-05,4,Organic Chemistry I,Gilbert Kyger,3,1430,1730
202-BZF-05,4,Organic Chemistry I,Gilbert Kyger,5,1000,1200
202-BZF-05,5,Organic Chemistry I,Jung Gullick,1,830,1000
202-BZF-05,5,Organic Chemistry I,Jung Gullick,3,830,1000
202-BZF-05,6,Organic Chemistry I,Jung Gullick,1,830,1000
202-BZF-05,6,Organic Chemistry I,Jung Gullick,3,830,1000
202-BZF-05,3001,Organic Chemistry I,Katharine Myer,1,1730,1900
202-BZF-05,3001,Organic Chemistry I,Katharine Myer,3,1730,1900
202-BZF-05,3001,Organic Chemistry I,Katharine Myer,3,1900,2200
202-BZF-05,3002,Organic Chemistry I,Katharine Myer,1,1730,1900
202-BZF-05,3002,Organic Chemistry I,Katharine Myer,1,1900,2200
202-BZF-05,3002,Organic Chemistry I,Katharine Myer,3,1730,1900
202-BZG-05,1,Organic Chemistry II,Kam Railsback,1,900,1200
202-BZG-05,1,Organic Chemistry II,Kam Railsback,2,1430,1600
202-BZG-05,1,Organic Chemistry II,Kam Railsback,4,1000,1130
202-BZG-05,2,Organic Chemistry II,Kam Railsback,1,1430,1730
202-BZG-05,2,Organic Chemistry II,Kam Railsback,2,1430,1600
202-BZG-05,2,Organic Chemistry II,Kam Railsback,4,1000,1130
202-NYA-05,1,General Chemistry,Ji Tester,2,1000,1130
202-NYA-05,1,General Chemistry,Ji Tester,4,1000,1130
202-NYA-05,1,General Chemistry,Ji Tester,5,1100,1300
202-NYA-05,2,General Chemistry,Ji Tester,2,1000,1130
202-NYA-05,2,General Chemistry,Ji Tester,4,1000,1130
202-NYA-05,2,General Chemistry,Ji Tester,5,900,1100
202-NYA-05,3,General Chemistry,Allyson Naron,1,1300,1430
202-NYA-05,3,General Chemistry,Allyson Naron,3,1430,1600
202-NYA-05,3,General Chemistry,Allyson Naron,4,1500,1700
202-NYA-05,4,General Chemistry,Allyson Naron,1,1300,1430
202-NYA-05,4,General Chemistry,Allyson Naron,3,1430,1600
202-NYA-05,5,General Chemistry,Hallie Ulman,1,1300,1430
202-NYA-05,5,General Chemistry,Hallie Ulman,3,1300,1430
202-NYA-05,3001,General Chemistry,Zandra Geis,1,1730,1900
202-NYA-05,3001,General Chemistry,Zandra Geis,3,1730,1900
202-NYA-05,3001,General Chemistry,Zandra Geis,3,1900,2200
202-NYA-05,3002,General Chemistry,Zandra Geis,1,1730,1900
202-NYA-05,3002,General Chemistry,Zandra Geis,1,1900,2200
202-NYA-05,3002,General Chemistry,Zandra Geis,3,1730,1900
202-NYA-05,3003,General Chemistry,Desire Aitken,2,1730,1900
202-NYA-05,3003,General Chemistry,Desire Aitken,2,1900,2200
202-NYA-05,3003,General Chemistry,Desire Aitken,4,1730,1900
202-NYA-05,3004,General Chemistry,Desire Aitken,2,1730,1900
202-NYA-05,3004,General Chemistry,Desire Aitken,4,1730,1900
202-NYA-05,3004,General Chemistry,Desire Aitken,4,1900,2200
202-NYA-05,3005,General Chemistry,Jolene Kaspar,2,1730,1900
202-NYA-05,3005,General Chemistry,Jolene Kaspar,4,1730,1900
202-NYA-05,3005,General Chemistry,Jolene Kaspar,4,1900,2200
202-NYA-05,3006,General Chemistry,Jolene Kaspar,2,1730,1900
202-NYA-05,3006,General Chemistry,Jolene Kaspar,2,1900,2200
202-NYA-05,3006,General Chemistry,Jolene Kaspar,4,1730,1900
202-NYA-05,3007,General Chemistry,Elroy Lawerence,1,1730,1900
202-NYA-05,3007,General Chemistry,Elroy Lawerence,3,1730,1900
202-NYA-05,3007,General Chemistry,Elroy Lawerence,3,1900,2200
202-NYA-05,3008,General Chemistry,Elroy Lawerence,1,1730,1900
202-NYA-05,3008,General Chemistry,Elroy Lawerence,1,1900,2200
202-NYA-05,3008,General Chemistry,Elroy Lawerence,3,1730,1900
202-NYB-05,1,Chemistry of Solutions,Allyson Naron,4,1300,1430
202-NYB-05,1,Chemistry of Solutions,Allyson Naron,5,1130,1300
202-NYB-05,2,Chemistry of Solutions,Allyson Naron,2,1200,1400
202-NYB-05,2,Chemistry of Solutions,Allyson Naron,4,1300,1430
202-NYB-05,2,Chemistry of Solutions,Allyson Naron,5,1130,1300
202-NYB-05,3,Chemistry of Solutions,Desire Aitken,2,1000,1130
202-NYB-05,3,Chemistry of Solutions,Desire Aitken,5,1000,1130
202-NYB-05,4,Chemistry of Solutions,Desire Aitken,2,1000,1130
202-NYB-05,4,Chemistry of Solutions,Desire Aitken,5,1000,1130
202-NYB-05,5,Chemistry of Solutions,Melvina Illingworth,1,900,1100
202-NYB-05,5,Chemistry of Solutions,Melvina Illingworth,2,1000,1130
202-NYB-05,5,Chemistry of Solutions,Melvina Illingworth,5,1000,1130
202-NYB-05,6,Chemistry of Solutions,Melvina Illingworth,1,1200,1400
202-NYB-05,6,Chemistry of Solutions,Melvina Illingworth,2,1000,1130
202-NYB-05,6,Chemistry of Solutions,Melvina Illingworth,5,1000,1130
202-NYB-05,7,Chemistry of Solutions,Stephenie Harry,2,830,1000
202-NYB-05,7,Chemistry of Solutions,Stephenie Harry,3,900,1100
202-NYB-05,7,Chemistry of Solutions,Stephenie Harry,5,1130,1300
202-NYB-05,8,Chemistry of Solutions,Stephenie Harry,2,830,1000
202-NYB-05,8,Chemistry of Solutions,Stephenie Harry,4,900,1100
202-NYB-05,8,Chemistry of Solutions,Stephenie Harry,5,1130,1300
202-NYB-05,9,Chemistry of Solutions,Crissy Batton,2,1500,1700
202-NYB-05,9,Chemistry of Solutions,Crissy Batton,4,1430,1600
202-NYB-05,9,Chemistry of Solutions,Crissy Batton,5,1000,1130
202-NYB-05,10,Chemistry of Solutions,Crissy Batton,3,1200,1400
202-NYB-05,10,Chemistry of Solutions,Crissy Batton,4,1430,1600
202-NYB-05,10,Chemistry of Solutions,Crissy Batton,5,1000,1130
202-NYB-05,11,Chemistry of Solutions,Kam Railsback,3,1430,1600
202-NYB-05,11,Chemistry of Solutions,Kam Railsback,5,1430,1600
202-NYB-05,12,Chemistry of Solutions,Kam Railsback,2,1200,1400
202-NYB-05,12,Chemistry of Solutions,Kam Railsback,3,1430,1600
202-NYB-05,12,Chemistry of Solutions,Kam Railsback,5,1430,1600
202-NYB-05,13,Chemistry of Solutions,Elin Henn,2,1430,1600
202-NYB-05,13,Chemistry of Solutions,Elin Henn,4,830,1000
202-NYB-05,14,Chemistry of Solutions,Elin Henn,2,1430,1600
202-NYB-05,14,Chemistry of Solutions,Elin Henn,4,830,1000
202-NYB-05,15,Chemistry of Solutions,Crissy Batton,1,1000,1130
202-NYB-05,15,Chemistry of Solutions,Crissy Batton,1,1500,1700
202-NYB-05,15,Chemistry of Solutions,Crissy Batton,3,1000,1130
202-NYB-05,16,Chemistry of Solutions,Crissy Batton,1,1000,1130
202-NYB-05,16,Chemistry of Solutions,Crissy Batton,3,1000,1130
202-NYB-05,16,Chemistry of Solutions,Crissy Batton,3,1500,1700
202-NYB-05,17,Chemistry of Solutions,Elaina Vesey,1,1000,1130
202-NYB-05,17,Chemistry of Solutions,Elaina Vesey,1,1500,1700
202-NYB-05,17,Chemistry of Solutions,Elaina Vesey,3,1000,1130
202-NYB-05,19,Chemistry of Solutions,Freddie Shulman,1,1430,1600
202-NYB-05,19,Chemistry of Solutions,Freddie Shulman,2,1430,1600
202-NYB-05,20,Chemistry of Solutions,Freddie Shulman,1,1430,1600
202-NYB-05,20,Chemistry of Solutions,Freddie Shulman,2,1430,1600
202-NYB-05,21,Chemistry of Solutions,Hallie Ulman,1,900,1100
202-NYB-05,21,Chemistry of Solutions,Hallie Ulman,3,1000,1130
202-NYB-05,21,Chemistry of Solutions,Hallie Ulman,5,1000,1130
202-NYB-05,22,Chemistry of Solutions,Hallie Ulman,3,1000,1130
202-NYB-05,22,Chemistry of Solutions,Hallie Ulman,4,900,1100
202-NYB-05,22,Chemistry of Solutions,Hallie Ulman,5,1000,1130
202-NYB-05,23,Chemistry of Solutions,Ji Tester,1,1300,1430
202-NYB-05,23,Chemistry of Solutions,Ji Tester,2,1500,1700
202-NYB-05,23,Chemistry of Solutions,Ji Tester,4,1300,1430
203-001-50,3001,Remedial Activities for Secondary V Physics,Mathilda Baumgartner,2,1800,1930
203-001-50,3001,Remedial Activities for Secondary V Physics,Mathilda Baumgartner,4,1800,1930
203-001-50,3001,Remedial Activities for Secondary V Physics,Mathilda Baumgartner,4,1930,2130
203-001-50,3002,Remedial Activities for Secondary V Physics,Mathilda Baumgartner,1,1800,1930
203-001-50,3002,Remedial Activities for Secondary V Physics,Mathilda Baumgartner,3,1800,1930
203-001-50,3002,Remedial Activities for Secondary V Physics,Mathilda Baumgartner,3,1930,2130
203-001-50,3003,Remedial Activities for Secondary V Physics,Pearle Favela,2,1800,1930
203-001-50,3003,Remedial Activities for Secondary V Physics,Pearle Favela,2,1930,2130
203-001-50,3003,Remedial Activities for Secondary V Physics,Pearle Favela,4,1800,1930
203-912-DW,1,Civil Engineering Physics I,Mirna Limones,1,800,1000
203-912-DW,1,Civil Engineering Physics I,Mirna Limones,3,800,1000
203-912-DW,2,Civil Engineering Physics I,Lucilla Mcdonnell,2,800,1000
203-912-DW,2,Civil Engineering Physics I,Lucilla Mcdonnell,4,800,1000
203-924-DW,1,Applied Optics,Paulene Brockington,1,1200,1400
203-924-DW,1,Applied Optics,Paulene Brockington,3,1200,1500
203-943-DW,1,Engineering Physics I,Mathilda Baumgartner,3,1130,1430
203-943-DW,2,Engineering Physics I,Arlen Pettiway,1,1430,1730
203-944-DW,1,Engineering Physics II,Ed Kuehne,1,1300,1600
203-944-DW,1,Engineering Physics II,Ed Kuehne,5,900,1100
203-944-DW,2,Engineering Physics II,Mirna Limones,1,1000,1200
203-944-DW,2,Engineering Physics II,Mirna Limones,5,800,1100
203-BWT-03,1,Science and technology: intro to the science of physics,Catharine Partee,3,1300,1430
203-BWT-03,1,Science and technology: intro to the science of physics,Catharine Partee,5,1300,1430
203-BZA-05,1,Astrophysics,Verdie Real,1,1300,1430
203-BZA-05,1,Astrophysics,Verdie Real,3,1430,1600
203-BZA-05,1,Astrophysics,Verdie Real,4,1200,1400
203-BZA-05,2,Astrophysics,Lenita Harty,1,1600,1730
203-BZA-05,2,Astrophysics,Lenita Harty,3,1600,1730
203-BZA-05,2,Astrophysics,Lenita Harty,4,1500,1700
203-BZE-05,1,Engineering Physics,Milagro Petties,1,1200,1400
203-BZE-05,1,Engineering Physics,Milagro Petties,2,1130,1300
203-BZE-05,1,Engineering Physics,Milagro Petties,4,1000,1130
203-BZE-05,2,Engineering Physics,Phylicia Kollman,1,1600,1730
203-BZE-05,2,Engineering Physics,Phylicia Kollman,3,1600,1730
203-BZE-05,2,Engineering Physics,Phylicia Kollman,4,1500,1700
203-NYA-05,1,Mechanics,Tyron Blanchard,1,1000,1200
203-NYA-05,1,Mechanics,Tyron Blanchard,3,1000,1200
203-NYA-05,1,Mechanics,Tyron Blanchard,4,1200,1400
203-NYA-05,3,Mechanics,Chelsey Fugitt,1,1130,1300
203-NYA-05,3,Mechanics,Chelsey Fugitt,2,1500,1700
203-NYA-05,3,Mechanics,Chelsey Fugitt,4,1130,1300
203-NYA-05,4,Mechanics,Chelsey Fugitt,1,1430,1600
203-NYA-05,4,Mechanics,Chelsey Fugitt,2,1200,1400
203-NYA-05,4,Mechanics,Chelsey Fugitt,4,1000,1130
203-NYA-05,5,Mechanics,Ed Kuehne,1,900,1100
203-NYA-05,5,Mechanics,Ed Kuehne,3,1130,1300
203-NYA-05,5,Mechanics,Ed Kuehne,5,1130,1300
203-NYA-05,3001,Mechanics,Jina Tu,2,1800,1930
203-NYA-05,3001,Mechanics,Jina Tu,4,1800,1930
203-NYA-05,3001,Mechanics,Jina Tu,4,1930,2130
203-NYA-05,3002,Mechanics,Jina Tu,1,1800,1930
203-NYA-05,3002,Mechanics,Jina Tu,3,1800,1930
203-NYA-05,3002,Mechanics,Jina Tu,3,1930,2130
203-NYA-05,3003,Mechanics,Noble Grossi,1,1800,1930
203-NYA-05,3003,Mechanics,Noble Grossi,1,1930,2130
203-NYA-05,3003,Mechanics,Noble Grossi,3,1800,1930
203-NYB-05,1,Electricity and Magnetism,Lorinda Rathjen,2,1300,1430
203-NYB-05,1,Electricity and Magnetism,Lorinda Rathjen,4,1300,1430
203-NYB-05,1,Electricity and Magnetism,Lorinda Rathjen,5,1330,1530
203-NYB-05,2,Electricity and Magnetism,Lorinda Rathjen,2,1430,1600
203-NYB-05,2,Electricity and Magnetism,Lorinda Rathjen,4,1430,1600
203-NYB-05,2,Electricity and Magnetism,Lorinda Rathjen,5,900,1100
203-NYB-05,3,Electricity and Magnetism,Arlen Pettiway,1,1000,1130
203-NYB-05,3,Electricity and Magnetism,Arlen Pettiway,2,1200,1400
203-NYB-05,3,Electricity and Magnetism,Arlen Pettiway,4,1000,1130
203-NYB-05,4,Electricity and Magnetism,Arlen Pettiway,2,1500,1700
203-NYB-05,4,Electricity and Magnetism,Arlen Pettiway,3,1300,1430
203-NYB-05,4,Electricity and Magnetism,Arlen Pettiway,5,1300,1430
203-NYB-05,5,Electricity and Magnetism,Saul Reves,2,1000,1130
203-NYB-05,5,Electricity and Magnetism,Saul Reves,4,900,1100
203-NYB-05,5,Electricity and Magnetism,Saul Reves,5,1000,1130
203-NYB-05,6,Electricity and Magnetism,Saul Reves,2,830,1000
203-NYB-05,6,Electricity and Magnetism,Saul Reves,4,1200,1400
203-NYB-05,6,Electricity and Magnetism,Saul Reves,5,830,1000
203-NYB-05,7,Electricity and Magnetism,Paulene Brockington,1,1500,1700
203-NYB-05,7,Electricity and Magnetism,Paulene Brockington,2,1000,1130
203-NYB-05,7,Electricity and Magnetism,Paulene Brockington,5,1000,1130
203-NYB-05,8,Electricity and Magnetism,Lucilla Mcdonnell,2,1000,1130
203-NYB-05,8,Electricity and Magnetism,Lucilla Mcdonnell,3,1500,1700
203-NYB-05,8,Electricity and Magnetism,Lucilla Mcdonnell,5,1000,1130
203-NYB-05,9,Electricity and Magnetism,Lenita Harty,3,1300,1430
203-NYB-05,9,Electricity and Magnetism,Lenita Harty,5,1300,1430
203-NYB-05,3001,Electricity and Magnetism,Zoe Yip,2,1800,1930
203-NYB-05,3001,Electricity and Magnetism,Zoe Yip,2,1930,2130
203-NYB-05,3001,Electricity and Magnetism,Zoe Yip,4,1800,1930
203-NYB-05,3002,Electricity and Magnetism,Pearle Favela,1,1800,1930
203-NYB-05,3002,Electricity and Magnetism,Pearle Favela,1,1930,2130
203-NYB-05,3002,Electricity and Magnetism,Pearle Favela,3,1800,1930
203-NYC-05,1,"Waves, Optics and Modern Physics",Joline Levey,1,1300,1430
203-NYC-05,1,"Waves, Optics and Modern Physics",Joline Levey,2,900,1100
203-NYC-05,1,"Waves, Optics and Modern Physics",Joline Levey,5,1000,1130
203-NYC-05,2,"Waves, Optics and Modern Physics",Nolan Brzezinski,2,1000,1130
203-NYC-05,2,"Waves, Optics and Modern Physics",Nolan Brzezinski,3,1200,1400
203-NYC-05,2,"Waves, Optics and Modern Physics",Nolan Brzezinski,5,1300,1430
203-NYC-05,3,"Waves, Optics and Modern Physics",Nolan Brzezinski,2,1430,1600
203-NYC-05,3,"Waves, Optics and Modern Physics",Nolan Brzezinski,3,1500,1700
203-NYC-05,3,"Waves, Optics and Modern Physics",Nolan Brzezinski,5,1430,1600
203-NYC-05,4,"Waves, Optics and Modern Physics",Margert Townsley,1,830,1000
203-NYC-05,4,"Waves, Optics and Modern Physics",Margert Townsley,3,830,1000
203-NYC-05,4,"Waves, Optics and Modern Physics",Margert Townsley,4,1200,1400
203-NYC-05,5,"Waves, Optics and Modern Physics",Margert Townsley,1,1430,1600
203-NYC-05,5,"Waves, Optics and Modern Physics",Margert Townsley,3,1430,1600
203-NYC-05,5,"Waves, Optics and Modern Physics",Margert Townsley,4,900,1100
203-NYC-05,6,"Waves, Optics and Modern Physics",Catharine Partee,2,1130,1300
203-NYC-05,6,"Waves, Optics and Modern Physics",Catharine Partee,4,1130,1300
203-NYC-05,6,"Waves, Optics and Modern Physics",Catharine Partee,5,900,1100
203-NYC-05,3001,"Waves, Optics and Modern Physics",Lyla Goodwyn,1,1800,1930
203-NYC-05,3001,"Waves, Optics and Modern Physics",Lyla Goodwyn,1,1930,2130
203-NYC-05,3001,"Waves, Optics and Modern Physics",Lyla Goodwyn,3,1800,1930
203-NYC-05,3002,"Waves, Optics and Modern Physics",Karisa Archibald,1,1800,1930
203-NYC-05,3002,"Waves, Optics and Modern Physics",Karisa Archibald,3,1800,1930
203-NYC-05,3002,"Waves, Optics and Modern Physics",Karisa Archibald,3,1930,2130
205-BWT-03,1,Science and technology: intro to the science of geology,Benito Wannamaker,2,1300,1430
205-BWT-03,1,Science and technology: intro to the science of geology,Benito Wannamaker,4,1300,1430
205-BZG-05,1,Physical Geology,Benito Wannamaker,1,1000,1200
205-BZG-05,1,Physical Geology,Benito Wannamaker,3,1000,1130
205-BZG-05,1,Physical Geology,Benito Wannamaker,4,1000,1130
205-BZG-05,2,Physical Geology,Benito Wannamaker,1,1400,1600
205-BZG-05,2,Physical Geology,Benito Wannamaker,3,1130,1300
205-BZG-05,2,Physical Geology,Benito Wannamaker,4,1130,1300
210-211-DW,1,Introduction to Analysis Techniques,Elin Henn,2,1000,1130
210-211-DW,1,Introduction to Analysis Techniques,Elin Henn,2,1300,1700
210-211-DW,1,Introduction to Analysis Techniques,Elin Henn,4,1300,1430
210-211-DW,2,Introduction to Analysis Techniques,Elin Henn,2,1000,1130
210-211-DW,2,Introduction to Analysis Techniques,Elin Henn,4,900,1300
210-211-DW,2,Introduction to Analysis Techniques,Elin Henn,4,1300,1430
210-441-DW,1,Instrumental Separations,Sharee Ernest,2,800,1430
210-441-DW,1,Instrumental Separations,Sharee Ernest,5,1400,1630
210-441-DW,2,Instrumental Separations,Sharee Ernest,5,1400,1630
210-611-DW,1,Advanced Analytical Tecnhiques 2,Cherlyn Mitts,1,1000,1800
210-611-DW,2,Advanced Analytical Tecnhiques 2,Cherlyn Mitts,3,1000,1800
210-631-DW,1,Biomolecules,Deshawn Nabors,4,1400,1600
210-631-DW,1,Biomolecules,Deshawn Nabors,5,800,1300
210-651-DW,1,Chemical Processes,Sharee Ernest,2,1600,1730
210-651-DW,1,Chemical Processes,Sharee Ernest,4,1600,1730
210-693-DW,1,Laboratory Technology Project,Stephenie Harry,2,1000,1100
210-693-DW,1,Laboratory Technology Project,Stephenie Harry,5,1400,1800
221-242-DW,1,Construction II,Arleen Mcphatter,5,1000,1200
221-242-DW,1,Construction II,Arleen Mcphatter,5,1400,1600
221-242-DW,2,Construction II,Arleen Mcphatter,1,1000,1200
221-242-DW,2,Construction II,Arleen Mcphatter,1,1200,1400
221-253-DW,1,Surveying II,Cristal Dizon,3,1030,1300
221-253-DW,1,Surveying II,Cristal Dizon,3,1700,1800
221-253-DW,2,Surveying II,Cristal Dizon,3,1330,1600
221-253-DW,2,Surveying II,Cristal Dizon,3,1700,1800
221-253-DW,3,Surveying II,Cristal Dizon,5,900,1000
221-253-DW,3,Surveying II,Cristal Dizon,5,1100,1330
221-253-DW,4,Surveying II,Cristal Dizon,5,900,1000
221-253-DW,4,Surveying II,Cristal Dizon,5,1400,1630
221-364-DW,1,Soils I,Francina Crampton,1,1000,1200
221-364-DW,1,Soils I,Francina Crampton,1,1300,1500
221-364-DW,2,Soils I,Francina Crampton,1,1000,1200
221-364-DW,2,Soils I,Francina Crampton,1,1500,1700
221-364-DW,3,Soils I,Arleen Mcphatter,3,1000,1200
221-364-DW,4,Soils I,Arleen Mcphatter,3,1000,1200
221-444-DW,1,Estimating I,Belinda Duhaime,4,1200,1600
221-444-DW,2,Estimating I,Leonia Heins,2,1000,1400
221-462-DW,1,Bituminous Mix,Arleen Mcphatter,2,1000,1200
221-462-DW,1,Bituminous Mix,Arleen Mcphatter,2,1300,1600
221-462-DW,2,Bituminous Mix,Arleen Mcphatter,3,800,1000
221-462-DW,2,Bituminous Mix,Arleen Mcphatter,3,1300,1600
221-477-DW,1,Municipal Engineering II,Etta Key,1,1000,1200
221-477-DW,1,Municipal Engineering II,Etta Key,1,1200,1400
221-477-DW,2,Municipal Engineering II,Etta Key,1,1000,1200
221-477-DW,2,Municipal Engineering II,Etta Key,4,1000,1200
221-481-DW,1,Structural Analysis,Belinda Duhaime,3,1000,1200
221-481-DW,1,Structural Analysis,Belinda Duhaime,3,1200,1400
221-481-DW,2,Structural Analysis,Belinda Duhaime,1,1400,1600
221-481-DW,2,Structural Analysis,Belinda Duhaime,1,1600,1800
221-491-DW,1,Stage Preparation,Rueben Slade,3,1600,1700
221-491-DW,1,Stage Preparation,Rueben Slade,5,1300,1600
221-648-DW,1,Project Management II,Leonia Heins,3,1200,1400
221-648-DW,2,Project Management II,Leonia Heins,3,1200,1400
221-649-DW,1,Inspections,Leonia Heins,4,1000,1200
221-649-DW,1,Inspections,Leonia Heins,4,1300,1600
221-655-DW,1,Roads II,Cristal Dizon,2,1000,1200
221-655-DW,1,Roads II,Cristal Dizon,2,1400,1600
221-655-DW,2,Roads II,Cristal Dizon,2,1000,1200
221-655-DW,2,Roads II,Cristal Dizon,2,1600,1800
221-674-DW,1,Engineering and Environment,Etta Key,5,800,1000
221-674-DW,1,Engineering and Environment,Etta Key,5,1030,1230
221-674-DW,2,Engineering and Environment,Etta Key,5,800,1000
221-674-DW,2,Engineering and Environment,Etta Key,5,1300,1500
221-677-DW,1,Building Systems,Etta Key,3,800,1000
221-677-DW,1,Building Systems,Etta Key,3,1000,1100
221-677-DW,2,Building Systems,Etta Key,3,800,1000
221-677-DW,2,Building Systems,Etta Key,3,1100,1200
221-685-DW,1,Steel Structures,Belinda Duhaime,5,1300,1500
221-685-DW,1,Steel Structures,Belinda Duhaime,5,1500,1700
221-685-DW,2,Steel Structures,Belinda Duhaime,1,1000,1200
221-685-DW,2,Steel Structures,Belinda Duhaime,4,800,1000
221-686-DW,1,Wood Structures,Francina Crampton,1,800,900
221-686-DW,1,Wood Structures,Francina Crampton,2,800,1000
221-686-DW,2,Wood Structures,Francina Crampton,4,1600,1700
221-686-DW,2,Wood Structures,Francina Crampton,5,1000,1200
241-202-DW,1,Machine Tools I,Porsche Petters,1,1000,1300
241-202-DW,1,Machine Tools I,Porsche Petters,1,1330,1730
241-202-DW,2,Machine Tools I,Sona Amey,5,1000,1300
241-202-DW,2,Machine Tools I,Sona Amey,5,1330,1730
241-226-DW,1,CAD I,Harvey Digregorio,5,900,1300
241-226-DW,2,CAD I,Harvey Digregorio,2,1400,1800
241-331-DW,1,Mechanical Components I,Harvey Digregorio,4,1400,1800
241-331-DW,2,Mechanical Components I,Harvey Digregorio,1,830,1230
241-381-DW,1,Quality Control,Porsche Petters,2,1400,1800
241-381-DW,2,Quality Control,Porsche Petters,4,800,1200
241-406-DW,1,Tooling Manufacturing,Deandra Hruska,4,1000,1200
241-406-DW,1,Tooling Manufacturing,Deandra Hruska,4,1300,1800
